"type","url","status","indexable","in_sitemap","title","h1","words_approx","products","recommendation"
"product","https://medhub.ae/product/tracheostomy-adult-mask/","200","yes","yes","Buy Tracheostomy Adult Mask in Dubai | UAE | Online","Buy Tracheostomy Adult Mask in Dubai | UAE | Online","","Tracheostomy Care | AED 15 | out of stock","KEEP URL – clean product name (contains ""Buy … in Dubai | UAE | Online"")"
"product","https://medhub.ae/product/covidien-shiley-pediatric-tracheostomy-tube-cuffless-3-5pef/","200","yes","yes","Buy Covidien Shiley Pediatric Tracheostomy Tube Cuffless 3.5PEF in Dubai | UAE | Online","Buy Covidien Shiley Pediatric Tracheostomy Tube Cuffless 3.5PEF in Dubai | UAE | Online","","Tracheostomy Care | AED 475 | in stock","KEEP URL – clean product name (contains ""Buy … in Dubai | UAE | Online"")"
"product","https://medhub.ae/product/portex-blue-line-ultra-suctionaid-tracheostomy-tube-kit-100-870-085-copy/","200","yes","yes","Portex Blue Line Ultra Tube Kit Cuffed Fenestrated with Inner Cannula","Portex Blue Line Ultra Tube Kit Cuffed Fenestrated with Inner Cannula","","Tracheostomy Care | AED 350 | in stock","KEEP URL"
"product","https://medhub.ae/product/portex-blue-line-ultra-tracheostomy-tube-kit-100-810-070/","200","yes","yes","Portex Blue Line Ultra Tracheostomy Tube Kit 100/810/070","Portex Blue Line Ultra Tracheostomy Tube Kit 100/810/070","","Tracheostomy Care | AED 340 | in stock","KEEP URL"
"product","https://medhub.ae/product/portex-adult-size-tracheostomy-tube-holder/","200","yes","yes","Buy Portex Adult Size Tracheostomy Tube Holder in Dubai | UAE | Online","Buy Portex Adult Size Tracheostomy Tube Holder in Dubai | UAE | Online","","Tracheostomy Care | AED 12.5 | out of stock","KEEP URL – clean product name (contains ""Buy … in Dubai | UAE | Online"")"
"product","https://medhub.ae/product/medline-optifoam-basic-3x3/","200","yes","yes","Medline Optifoam Basic 3x3inch 10/Box","Medline Optifoam Basic 3x3inch 10/Box","","Tracheostomy Care | AED 140 | out of stock | Medline","KEEP URL"
"product","https://medhub.ae/product/medline-tracheostomy-care-kit/","200","yes","yes","Buy Medline Tracheostomy Care Kit in Dubai | UAE | Online","Buy Medline Tracheostomy Care Kit in Dubai | UAE | Online","","Tracheostomy Care | AED 15 | in stock","KEEP URL – clean product name (contains ""Buy … in Dubai | UAE | Online"")"
"product","https://medhub.ae/product/medline-tracheostomy-neckband-adult-20-box-2/","200","yes","yes","Medline Adult Tracheostomy Neckband 20/Box","Medline Adult Tracheostomy Neckband 20/Box","","Tracheostomy Care | AED 240 | out of stock","KEEP URL"
"product","https://medhub.ae/product/medline-tracheostomy-neckband-adult-20-box/","200","yes","yes","Medline Pediatric Tracheostomy Neckband 20/Box","Medline Pediatric Tracheostomy Neckband 20/Box","","Tracheostomy Care | AED 240 | out of stock","KEEP URL"
"product","https://medhub.ae/product/contec-ecg1200g-digital-12-channel-electrocardiograph/","200","yes","yes","Contec ECG1200G Digital 12 Channel Electrocardiograph","Contec ECG1200G Digital 12 Channel Electrocardiograph","","Electrocardiogram | AED 3800 | out of stock","KEEP URL"
"product","https://medhub.ae/product/contec-ecg600g-12-channel-electrocardiograph/","200","yes","yes","Contec ECG600G 6 Channel Electrocardiograph","Contec ECG600G 6 Channel Electrocardiograph","","Electrocardiogram | AED 3300 | out of stock","KEEP URL"
"product","https://medhub.ae/product/bionet-cardiotouch-3000-12-channel-ecg-machine/","200","yes","yes","Bionet CardioTouch 3000 12 Channel ECG Machine","Bionet CardioTouch 3000 12 Channel ECG Machine","","Electrocardiogram | AED 4900 | out of stock","KEEP URL"
"product","https://medhub.ae/product/y8y-multifunctional-electric-bed-healthward/","200","yes","yes","Healthward D8d 5 Function Electric Bed with Mattress","Healthward D8d 5 Function Electric Bed with Mattress","","Hospital Furniture; Patient Bed | AED 6405 | out of stock","KEEP URL"
"product","https://medhub.ae/product/mb446-eletcric-lovina-bed-4-motors/","200","yes","yes","Mark MB446 Eletcric Lovina Bed 4 Motors With Mattress","Mark MB446 Eletcric Lovina Bed 4 Motors With Mattress","","Hospital Furniture; Patient Bed | AED 6935 | in stock","KEEP URL"
"product","https://medhub.ae/product/v8v-multi-function-electric-icu-bed-healthward/","200","yes","yes","Healthward V8v Electric ICU Bed Premium Electric with Mattress","Healthward V8v Electric ICU Bed Premium Electric with Mattress","","Hospital Furniture; Patient Bed | AED 7560 | in stock","KEEP URL"
"product","https://medhub.ae/product/b6e-three-function-electric-bed-healthward/","200","yes","yes","Healthward V6v 3 Function Premium Electric Bed with Mattress","Healthward V6v 3 Function Premium Electric Bed with Mattress","","Hospital Furniture; Patient Bed | AED 5460 | in stock","KEEP URL"
"product","https://medhub.ae/product/dw-eb05-electric-5-function-bed/","200","yes","yes","DW-EB05 Electric 5 Function Bed","DW-EB05 Electric 5 Function Bed","","Hospital Furniture; Patient Bed | AED 4620 | in stock","KEEP URL"
"product","https://medhub.ae/product/dw-eb03-electric-3-function-bed/","200","yes","yes","DW-EB03 Electric 3 Function Bed","DW-EB03 Electric 3 Function Bed","","Hospital Furniture; Patient Bed | AED 4095 | in stock","KEEP URL"
"product","https://medhub.ae/product/masimo-rad-97-table-top-pulse-co-oximeter/","200","yes","yes","Masimo Rad-97 Table Top Pulse Co-Oximeter","Masimo Rad-97 Table Top Pulse Co-Oximeter","","Health Monitoring Pulse Oximeter | AED 7250 | in stock | Masimo","KEEP URL"
"product","https://medhub.ae/product/medical-econet-palmcare-pro-handheld-pulse-oximeter/","200","yes","yes","Medical Econet Palmcare Pro Handheld Pulse Oximeter","Medical Econet Palmcare Pro Handheld Pulse Oximeter","","Health Monitoring Pulse Oximeter | AED 2000 | out of stock","KEEP URL"
"product","https://medhub.ae/product/yonker-yk8000c-cardiac-patient-monitor/","200","yes","yes","Yonker YK8000C Cardiac Patient Monitor","Yonker YK8000C Cardiac Patient Monitor","","Health Monitoring; Patient Monitor | AED 1900 | in stock","KEEP URL"
"product","https://medhub.ae/product/medical-econet-m20-vital-sign-monitor/","200","yes","yes","Medical Econet M20 Vital Sign Monitor","Medical Econet M20 Vital Sign Monitor","","Health Monitoring; Vital Sign Monitor | AED 5200 | in stock | Medical Econet GmbH","KEEP URL"
"product","https://medhub.ae/product/medical-econet-m10-vital-sign-monitor/","200","yes","yes","Medical Econet M10 Vital Sign Monitor","Medical Econet M10 Vital Sign Monitor","","Health Monitoring; Vital Sign Monitor | AED 4800 | out of stock | Medical Econet GmbH","KEEP URL"
"product","https://medhub.ae/product/abbott-glucerna-1-2-cal-1000ml/","200","yes","yes","Abbott Glucerna 1.2 Cal 1000ml","Abbott Glucerna 1.2 Cal 1000ml","","Feeding Milk (Nutiricional Suppliment ) | AED 288 | in stock | Abbott","KEEP URL"
"product","https://medhub.ae/product/abbott-nepro-lp-vanilla-30x220ml/","200","yes","yes","Abbott Nepro LP Vanilla 30x220ml","Abbott Nepro LP Vanilla 30x220ml","","Feeding Milk (Nutiricional Suppliment ) | AED 378 | out of stock | Abbott","KEEP URL"
"product","https://medhub.ae/product/abbott-nepro-hp-vanilla-30x220ml/","200","yes","yes","Abbott Nepro HP Vanilla 30x220ml","Abbott Nepro HP Vanilla 30x220ml","","Feeding Milk (Nutiricional Suppliment ) | AED 378 | in stock","KEEP URL"
"product","https://medhub.ae/product/abbott-freego-feeding-set-s810/","200","yes","yes","Abbott FreeGo S810 Feeding Set","Abbott FreeGo S810 Feeding Set","","Feeding Pump Accessories | AED 55 | in stock","KEEP URL"
"product","https://medhub.ae/product/abbott-freego-feeding-set-s795/","200","yes","yes","Abbott FreeGo Feeding Set S795","Abbott FreeGo Feeding Set S795","","Feeding Pump Accessories | AED 45 | in stock","KEEP URL"
"product","https://medhub.ae/product/abbott-freego-feeding-set-s790/","200","yes","yes","Abbott FreeGo Feeding Set S790","Abbott FreeGo Feeding Set S790","","Feeding Pump Accessories | AED 32 | in stock | Abbott","KEEP URL"
"product","https://medhub.ae/product/kangaroo-flush-feed-single-feeding-bag/","200","yes","yes","Kangaroo Flush & Feed Single Feeding Bag","Kangaroo Flush & Feed Single Feeding Bag","","Feeding Pump Accessories | AED 65 | in stock","KEEP URL"
"product","https://medhub.ae/product/kangaroo-flush-feed-dual-feeding-bag/","200","yes","yes","Kangaroo Feeding Set 1000ml Feed & 1000ml Flush Bags","Kangaroo Feeding Set 1000ml Feed & 1000ml Flush Bags","","Feeding Pump Accessories | AED 80 | in stock","KEEP URL"
"product","https://medhub.ae/product/abbott-freego-feeding-pump/","200","yes","yes","Abbott FreeGo Feeding Pump","Abbott FreeGo Feeding Pump","","Feeding Pump | AED 4250 | in stock | Abbott","KEEP URL"
"product","https://medhub.ae/product/covidien-kangaroo-epump-enteral-feeding-pump/","200","yes","yes","Covidien Kangaroo Epump Enteral Feeding Pump","Covidien Kangaroo Epump Enteral Feeding Pump","","Feeding Pump | AED 8000 | in stock","KEEP URL"
"product","https://medhub.ae/product/flaem-aspira-go-30-lpm-portable-aspirator/","200","yes","yes","Flaem Aspira Go 30 LPM Portable Aspirator","Flaem Aspira Go 30 LPM Portable Aspirator","","Suction Machine | AED 2100 | out of stock","KEEP URL"
"product","https://medhub.ae/product/flaem-aspira-go-20-lpm-portable-aspirator/","200","yes","yes","Flaem Aspira Go 20 LPM Portable Aspirator","Flaem Aspira Go 20 LPM Portable Aspirator","","Suction Machine | AED 0 | in stock","KEEP URL"
"product","https://medhub.ae/product/devilbiss-7325p-ur-vacu-aide-suction-machine/","200","yes","yes","Drive DeVilbiss 7325P-U Vacu-Aide Suction Unit","Drive DeVilbiss 7325P-U Vacu-Aide Suction Unit","","Suction Machine | AED 2250 | in stock","KEEP URL"
"product","https://medhub.ae/product/hamilton-bc8022-adult-dual-limb-breathing-set/","200","yes","yes","Hamilton BC8022 Adult Dual Limb Breathing Set","Hamilton BC8022 Adult Dual Limb Breathing Set","","Ventilator Accessories | AED 450 | in stock","KEEP URL"
"product","https://medhub.ae/product/hamilton-bc8010-infant-dual-limb-breathing-set/","200","yes","yes","Hamilton BC8010 Infant Dual Limb Breathing Set","Hamilton BC8010 Infant Dual Limb Breathing Set","","Ventilator Accessories | AED 450 | in stock","KEEP URL"
"product","https://medhub.ae/product/hamilton-h900-humidifier-for-ventilator/","200","yes","yes","Hamilton H900 Humidifier for Ventilator","Hamilton H900 Humidifier for Ventilator","","Ventilator Accessories | AED 7000 | in stock","KEEP URL"
"product","https://medhub.ae/product/humidifier-bottle-connector/","200","yes","yes","Humidifier Bottle Connector","Humidifier Bottle Connector","","Oxygen Concentrator Accessories | AED 60 | in stock","KEEP URL"
"product","https://medhub.ae/product/hsnier-humidifier-bottle/","200","yes","yes","Hsnier Humidifier Bottle 4 Pcs","Hsnier Humidifier Bottle 4 Pcs","","Oxygen Concentrator Accessories | AED 100 | in stock","KEEP URL"
"product","https://medhub.ae/product/oxygen-nasal-cannula/","200","yes","yes","Oxygen Nasal Cannula 10Pcs","Oxygen Nasal Cannula 10Pcs","","Oxygen Concentrator Accessories | AED 75 | in stock","KEEP URL"
"product","https://medhub.ae/product/inogen-g5-portable-oxygen-concentrator-with-16cell-battery-2/","200","yes","yes","Inogen G5 Portable Oxygen Concentrator","Inogen G5 Portable Oxygen Concentrator","","Oxygen Therapy; Portable Oxygen Concentrator | AED 10600 | out of stock | Inogen","KEEP URL"
"product","https://medhub.ae/product/medistrom-pilot-24-lite-cpap-travel-battery/","200","yes","yes","Medistrom Pilot Flex CPAP Battery Backup Power Supply","Medistrom Pilot Flex CPAP Battery Backup Power Supply","","CPAP/BiPAP Accessories | AED 2000 | in stock | Choice One Medical","KEEP URL"
"product","https://medhub.ae/product/purslim-cpap-hosepipe/","200","yes","yes","Purdoux PurSlim Slimline CPAP Hosepipe","Purdoux PurSlim Slimline CPAP Hosepipe","","CPAP/BiPAP Accessories | AED 150 | in stock | Purdoux/ResMed","KEEP URL"
"product","https://medhub.ae/product/resmed-airmini-disposable-filter-for-travel-cpap/","200","yes","yes","PURDOUX CPAP Filters for ResMed AirMini Devices","PURDOUX CPAP Filters for ResMed AirMini Devices","","CPAP/BiPAP Accessories | AED 100 | in stock | Purdoux","KEEP URL"
"product","https://medhub.ae/product/resmed-humidair-humidifier/","200","yes","yes","ResMed HumidAir Humidifier","ResMed HumidAir Humidifier","","CPAP/BiPAP Accessories | AED 400 | in stock | ResMed","KEEP URL"
"product","https://medhub.ae/product/resmed-airsense-s9-s10-filter-pack-of-3/","200","yes","yes","Purdoux Airsense S9/S10 Filter Pack of 3","Purdoux Airsense S9/S10 Filter Pack of 3","","CPAP/BiPAP Accessories | AED 120 | in stock | Purdoux","KEEP URL"
"product","https://medhub.ae/product/fully-electric-bed-5-function-homecare-bed-rental/","200","yes","yes","Rent a Fully Electric Bed Homecare Per Month","Rent a Fully Electric Bed Homecare Per Month","","Rental | AED 900 | out of stock","KEEP URL"
"product","https://medhub.ae/product/3-function-electrical-bed/","200","yes","yes","Rent a 3 Function Electrical Bed Per Month","Rent a 3 Function Electrical Bed Per Month","","Rental | AED 0 | out of stock","KEEP URL"
"product","https://medhub.ae/product/infusion-pump-bys-820-series-rental/","200","yes","yes","Infusion pump BYS-820 series (Rental)","Infusion pump BYS-820 series (Rental)","","Rental | AED 600 | in stock","KEEP URL"
"product","https://medhub.ae/product/syringe-pump-hp-30-rental/","200","yes","yes","Syringe pump Medcaptain HP-30 (Rental)","Syringe pump Medcaptain HP-30 (Rental)","","Rental | AED 0 | in stock","KEEP URL"
"product","https://medhub.ae/product/portable-suction-machine-with-battery-vacuaide-qsu-drive-devilbiss-rental/","200","yes","yes","Portable Suction Machine (VacuAide QSU) – Drive Devilbiss (Rental Per Month)","Portable Suction Machine (VacuAide QSU) – Drive Devilbiss (Rental Per Month)","","Rental | AED 0 | in stock","KEEP URL"
"product","https://medhub.ae/product/kangaroo-enteral-feeding-pump-rental/","200","yes","yes","ENTERAL FEEDING PUMP (Rental Per Month)","ENTERAL FEEDING PUMP (Rental Per Month)","","Rental | AED 750 | in stock","KEEP URL"
"product","https://medhub.ae/product/yk-8000c-patient-bedside-monitor-rental/","200","yes","yes","YK-8000C Patient Bedside Monitor (Rental Per Month)","YK-8000C Patient Bedside Monitor (Rental Per Month)","","Rental | AED 750 | in stock","KEEP URL"
"product","https://medhub.ae/product/medical-econet-m10-vital-sign-monitor-rental/","200","yes","yes","Rent a Vital Sign Monitor Per Month","Rent a Vital Sign Monitor Per Month","","Rental | AED 900 | in stock","KEEP URL"
"product","https://medhub.ae/product/oxygen-cylinder-in-dubai/","200","yes","yes","Alunimum Oxygen Cylinder 10 Litre with Trolley (Rental Per Month)","Alunimum Oxygen Cylinder 10 Litre with Trolley (Rental Per Month)","","Rental | AED 450 | in stock","KEEP URL"
"product","https://medhub.ae/product/inogen-g5-portable-oxygen-concentrator-with-16cell-battery-rental/","200","yes","yes","Rental Portable Oxygen Concentrator (Per Month)","Rental Portable Oxygen Concentrator (Per Month)","","Rental | AED 2000 | in stock","KEEP URL"
"product","https://medhub.ae/product/devilbiss-compact-1025-10-ltr-oxygen-concentrator-rental/","200","yes","yes","DeVilbiss Compact 1025 10 Ltr Oxygen Concentrator (Rent Per Month)","DeVilbiss Compact 1025 10 Ltr Oxygen Concentrator (Rent Per Month)","","Rental | AED 850 | in stock","KEEP URL"
"product","https://medhub.ae/product/philips-everflo-5-ltr-oxygen-concentrator-rental/","200","yes","yes","Philips Everflo 5 Ltr Oxygen Concentrator (Rental Per Month)","Philips Everflo 5 Ltr Oxygen Concentrator (Rental Per Month)","","Rental | AED 500 | in stock","KEEP URL"
"product","https://medhub.ae/product/resmed-airsense-10-autoset-with-heated-humidifier-and-mask-rental/","200","yes","yes","Auto CPAP Machine with Humidifier (Rent Per Month)","Auto CPAP Machine with Humidifier (Rent Per Month)","","Rental | AED 550 | in stock","KEEP URL"
"product","https://medhub.ae/product/portable-oxygen-machine-uae/","200","yes","yes","O2 Concept Oxy-life Independence Portable Oxygen Concentrator","O2 Concept Oxy-life Independence Portable Oxygen Concentrator","","Oxygen Therapy; Portable Oxygen Concentrator | AED 9999 | in stock","KEEP URL"
"product","https://medhub.ae/product/oxy-pure-5-ltr-oxygen-concentrator/","200","yes","yes","Oxy Pure 5 Ltr Oxygen Concentrator","Oxy Pure 5 Ltr Oxygen Concentrator","","Oxygen Concentrator; Oxygen Therapy | AED 2700 | in stock","KEEP URL"
"product","https://medhub.ae/product/devilbiss-compact-525-5-ltr-oxygen-concentrator/","200","yes","yes","DeVilbiss Compact 525 5 Ltr Oxygen Concentrator","DeVilbiss Compact 525 5 Ltr Oxygen Concentrator","","Oxygen Concentrator; Oxygen Therapy | AED 3350 | in stock","KEEP URL"
"product","https://medhub.ae/product/philips-respironics-fitlife-total-face-cpap-mask-with-head-gear/","200","yes","yes","Philips Respironics FitLife Total Face CPAP Mask with Head Gear","Philips Respironics FitLife Total Face CPAP Mask with Head Gear","","CPAP/BiPAP Masks | AED 1250 | in stock","KEEP URL"
"product","https://medhub.ae/product/philips-dreamwear-nasal-mask/","200","yes","yes","Philips Dreamwear Nasal Mask","Philips Dreamwear Nasal Mask","","CPAP/BiPAP Masks | AED 750 | out of stock","KEEP URL"
"product","https://medhub.ae/product/philips-dreamwear-full-face-mask/","200","yes","yes","Philips Dreamwear Full Face Mask","Philips Dreamwear Full Face Mask","","CPAP/BiPAP Masks | AED 700 | out of stock","KEEP URL"
"product","https://medhub.ae/product/resmed-airfit-n30i-nasal-pillow-mask/","200","yes","yes","Resmed Airfit N30i Nasal Pillow Mask","Resmed Airfit N30i Nasal Pillow Mask","","CPAP/BiPAP Masks | AED 750 | in stock | ResMed","KEEP URL"
"product","https://medhub.ae/product/resmed-airfit-n30-nasal-mask/","200","yes","yes","Resmed Airfit N30 Nasal Mask","Resmed Airfit N30 Nasal Mask","","CPAP/BiPAP Masks | AED 750 | in stock | ResMed","KEEP URL"
"product","https://medhub.ae/product/resmed-airfit-n20-nasal-mask/","200","yes","yes","Resmed Airfit N20 Nasal Mask","Resmed Airfit N20 Nasal Mask","","CPAP/BiPAP Masks | AED 700 | in stock | ResMed","KEEP URL"
"product","https://medhub.ae/product/resmed-airfit-f30i-full-face-mask/","200","yes","yes","Resmed Airfit F30i Full Face Mask","Resmed Airfit F30i Full Face Mask","","CPAP/BiPAP Masks | AED 750 | in stock | ResMed","KEEP URL"
"product","https://medhub.ae/product/resmed-airfit-f20-full-face-mask/","200","yes","yes","Resmed Airfit F20 Full Face Mask","Resmed Airfit F20 Full Face Mask","","CPAP/BiPAP Masks | AED 700 | in stock | ResMed","KEEP URL"
"product","https://medhub.ae/product/philips-wisp-pediatric-nasal-mask/","200","yes","yes","Philips Wisp Pediatric Nasal Mask","Philips Wisp Pediatric Nasal Mask","","CPAP/BiPAP Masks | AED 750 | out of stock","KEEP URL"
"product","https://medhub.ae/product/philips-respironics-amara-silicon-full-face-mask/","200","yes","yes","Philips Respironics Amara Silicon Full Face Mask","Philips Respironics Amara Silicon Full Face Mask","","CPAP/BiPAP Masks | AED 800 | in stock","KEEP URL"
"product","https://medhub.ae/product/philips-respironics-wisp-nasal-mask/","200","yes","yes","Philips Respironics Wisp Nasal Mask","Philips Respironics Wisp Nasal Mask","","CPAP/BiPAP Masks | AED 700 | in stock","KEEP URL"
"product","https://medhub.ae/product/philips-amara-gel-full-face-mask/","200","yes","yes","Philips Amara Gel Full Face Mask","Philips Amara Gel Full Face Mask","","CPAP/BiPAP Masks | AED 800 | out of stock","KEEP URL"
"product","https://medhub.ae/product/philips-amara-view-full-face-mask/","200","yes","yes","Philips Amara View Full Face Mask","Philips Amara View Full Face Mask","","CPAP/BiPAP Masks | AED 750 | out of stock","KEEP URL"
"product","https://medhub.ae/product/bipap-uae-philips-dreamstation-avaps-st/","200","yes","yes","Philips DreamStation BiPAP AVAPS ST with Humidifier & Mask","Philips DreamStation BiPAP AVAPS ST with Humidifier & Mask","","BiPAP in Dubai | AED 9500 | in stock","KEEP URL"
"product","https://medhub.ae/product/bmc-resmart-g2s-b25vt-bipap-st-with-humidifier-mask/","200","yes","yes","BMC G2S B30VT BiPAP ST with Humidifier & Mask","BMC G2S B30VT BiPAP ST with Humidifier & Mask","","BiPAP in Dubai | AED 3800 | in stock","KEEP URL"
"product","https://medhub.ae/product/resmed-lumis-150-vpap-st-with-humidifier-mask/","200","yes","yes","ResMed Lumis 150 VPAP ST with Humidifier & Mask","ResMed Lumis 150 VPAP ST with Humidifier & Mask","","BiPAP in Dubai | AED 9000 | in stock | ResMed","KEEP URL"
"product","https://medhub.ae/product/bmc-resmart-g2s-auto-bipap-with-humidifier-mask/","200","yes","yes","BMC RESmart G2S Auto BiPAP with Humidifier & Mask","BMC RESmart G2S Auto BiPAP with Humidifier & Mask","","Auto BiPAP | AED 3800 | out of stock","KEEP URL"
"product","https://medhub.ae/product/bmc-m1-mini-portable-auto-cpap-system/","200","yes","yes","BMC M1 Mini Portable Auto CPAP System","BMC M1 Mini Portable Auto CPAP System","","CPAP; Travel CPAP | AED 3900 | in stock","KEEP URL"
"product","https://medhub.ae/product/the-resmart-g2s-a20/","200","yes","yes","The RESmart G2S A20 Auto CPAP with Humidifier & Mask","The RESmart G2S A20 Auto CPAP with Humidifier & Mask","","Auto CPAP; CPAP | AED 2600 | in stock","KEEP URL"
"product","https://medhub.ae/product/philips-dreamstation-auto-cpap-with-heated-humidifier-and-mask/","200","yes","yes","Philips DreamStation Auto CPAP with Heated Humidifier and Mask","Philips DreamStation Auto CPAP with Heated Humidifier and Mask","","Auto CPAP | AED 4000 | in stock","KEEP URL"
